Framework,Training Time (s),Inference Time (ms),Mean Error (mm),Max Error (mm),Accuracy < 0.5mm (%)
tensorflow,51.671471118927,58.86016774177551,95.01926812496565,678.9577460033909,0.0
pytorch,60.77702283859253,0.49997442960739136,72.41961246443594,661.7790789256785,0.0
sklearn,4.106538772583008,0.4881850481033325,111.26100059488626,684.1843878592416,0.0
